id,treadssk,tmathssk,T1,T2,sch_inner_city,sbirthdate_yq,sfemale,swhite,sfree_lunch,ttotexpk,tmasters,twhite
49438,442,468,0,1,0,1980.25,0,1,0,13,0,1
49451,405,449,1,0,0,1980.5,0,1,0,9,1,1
49465,437,468,1,0,0,1980.5,1,1,0,9,0,1
49483,,,1,0,0,1980.5,0,1,0,13,0,1
49552,580,576,1,0,0,1980,1,1,0,14,0,1
49585,455,520,1,0,0,1980,0,1,0,17,0,1
49591,456,513,0,0,0,1979.75,0,1,0,12,1,1
49664,492,520,0,1,0,1980,0,1,0,9,0,1
49676,433,478,1,0,0,1980.25,0,0,1,0,0,1
49704,,,0,1,0,1979.75,1,0,0,6,0,1
49728,448,449,0,1,1,1980,1,0,1,1,0,0
49743,460,484,0,0,0,1980,0,1,1,12,1,1
49755,461,478,0,0,0,1980.5,1,1,1,13,1,1
49820,456,528,1,0,0,1980.25,0,1,0,12,1,1
49855,407,484,1,0,0,1980,1,0,1,21,0,0
49869,413,473,1,0,0,1980.25,1,0,1,21,0,0
49878,465,528,1,0,0,1979.75,1,1,0,9,0,1
49897,411,473,0,0,0,1980.5,0,1,1,6,1,1
49926,411,468,0,0,1,1979.75,0,0,1,8,1,1
49942,565,559,0,0,0,1979.75,1,1,0,3,0,1
49965,443,528,1,0,0,1980.25,0,1,0,14,1,1
49977,437,444,0,1,0,1980.5,1,1,1,9,1,1
50027,411,536,0,0,0,1980.5,0,0,1,24,1,1
50061,422,449,1,0,0,1980.25,0,1,0,5,1,1
50078,434,463,1,0,0,1980.25,1,1,1,9,1,1
50095,474,500,0,0,0,1980,1,0,1,10,0,1
50103,424,506,0,0,0,1979.75,0,1,1,6,1,1
50145,386,423,0,1,1,1980,0,0,1,3,0,1
50154,408,468,0,0,0,1980.5,1,0,1,1,0,1
50170,,449,1,0,0,1980.5,1,0,0,21,0,0
50188,472,602,0,0,1,1980.25,1,0,1,6,0,0
50234,448,506,1,0,0,1980.5,0,1,0,12,1,1
50266,407,463,1,0,1,1980.5,1,0,1,3,0,0
50297,434,513,0,1,1,1980.5,0,0,1,6,1,1
50313,393,429,1,0,0,1980.5,1,0,1,3,0,1
50330,414,423,0,1,1,1980.5,0,0,1,2,0,0
50366,410,454,0,0,0,1980.25,0,1,0,6,0,1
50385,433,478,0,0,0,1980,0,1,0,5,0,1
50399,405,429,0,0,0,1980,1,1,0,13,1,1
50406,433,459,1,0,0,1979.75,0,1,0,11,0,1
50459,425,506,0,0,1,1980.5,0,0,1,1,0,0
50475,408,429,0,0,1,1980.5,0,0,1,1,0,0
50493,445,468,0,0,0,1980.25,1,1,0,8,0,1
50508,478,528,0,0,1,1980.25,0,0,1,12,0,0
50525,445,444,1,0,0,1980.25,0,1,0,11,0,1
50541,450,484,0,0,0,1980.25,0,1,0,11,0,1
50561,430,473,0,0,1,1980,1,0,1,9,0,0
50619,398,375,0,0,0,1980.5,0,1,0,6,1,1
50665,447,500,0,1,0,1980.5,0,1,0,7,1,1
50700,,,0,0,0,1980.25,1,1,0,0,0,1
50734,440,528,1,0,0,1980.25,1,1,0,16,0,1
50753,411,444,1,0,1,1980,1,0,1,22,1,1
50794,405,468,0,1,1,1980.5,1,0,1,1,0,0
50847,424,459,0,0,0,1980,0,1,0,11,0,1
50859,413,418,0,0,1,1980.5,0,0,1,6,0,0
50877,456,528,0,0,1,1980.25,1,0,1,12,0,0
50893,474,602,0,1,0,1980.25,0,1,1,6,1,1
50907,391,468,0,1,0,1980.5,1,1,0,11,1,1
50951,483,520,1,0,1,1979.75,0,0,1,20,0,0
50972,424,429,0,1,0,1980.25,1,0,1,10,0,1
51004,425,494,1,0,0,1980.25,0,1,0,11,0,1
51038,450,489,0,0,0,1980.25,1,1,0,16,0,1
51067,450,489,1,0,0,1980.5,1,1,0,16,0,1
51081,465,506,1,0,0,1980.5,1,1,0,9,0,1
51104,443,484,0,1,0,1980,0,1,0,14,1,0
51127,424,513,1,0,0,1979.75,0,0,0,7,0,1
51147,463,494,0,1,0,1980.5,0,1,0,9,0,1
51177,419,468,1,0,0,1979.5,0,1,1,8,1,1
51200,507,576,1,0,0,1980,0,1,0,5,0,1
51263,416,494,0,0,0,1980,0,1,0,5,1,1
51292,,,0,1,0,1980.25,0,1,0,12,1,1
51303,402,434,1,0,0,1980.75,1,1,0,7,0,1
51321,453,513,1,0,0,1980.5,1,1,0,12,1,1
51335,448,513,1,0,0,1979.75,0,1,0,17,0,1
51350,410,468,1,0,0,1979.75,0,1,0,10,1,1
51376,414,478,1,0,1,1980,1,0,0,11,1,1
51390,422,468,0,1,1,1980.25,1,0,1,13,1,0
51422,,365,1,0,1,1980.25,1,0,1,10,0,0
51430,428,506,1,0,1,1979.75,0,0,1,1,0,1
51447,427,418,0,0,1,1979.75,1,0,1,0,0,0
51485,428,463,1,0,0,1979.25,0,1,1,27,0,1
51501,413,434,0,0,0,1980.25,0,1,1,8,0,1
51535,447,489,0,0,0,1980,1,1,0,5,0,1
51544,439,459,1,0,0,1979.75,0,0,0,12,1,1
51568,436,468,1,0,0,1979,0,1,1,8,1,1
51575,436,602,0,0,0,1979.75,0,1,0,2,0,1
51595,527,506,1,0,0,1980.5,0,1,0,20,1,1
51606,422,484,0,0,0,1979.75,0,1,0,13,0,1
51658,448,500,0,0,0,1980.5,0,1,0,14,0,1
51777,402,423,0,0,0,1980,1,1,1,18,0,0
51786,476,506,0,1,0,1979.5,1,0,0,18,1,1
51801,456,536,0,1,0,1980.5,1,1,0,13,0,1
51841,427,459,1,0,0,1980,0,1,0,9,0,1
51855,408,449,0,0,1,1980,1,0,1,9,0,0
51864,418,,1,0,0,1978.75,1,1,1,13,0,1
51882,,,0,0,0,1980.5,1,1,1,16,0,1
51912,,536,1,0,0,1980.75,0,0,1,21,0,0
51932,,,0,1,0,1980.25,1,1,0,3,0,1
51961,421,444,1,0,0,1980.5,0,1,0,12,1,1
51979,500,494,0,0,0,1980.5,1,0,1,10,0,1
51990,514,547,0,0,0,1979.75,0,1,0,0,0,1
52012,437,449,1,0,0,1980.25,1,1,1,13,1,1
52039,456,536,1,0,0,1979.75,0,1,1,2,0,1
52054,545,626,1,0,0,1979.75,1,1,0,8,1,1
52074,453,506,0,0,0,1980.5,1,1,1,2,0,1
52109,402,405,0,1,1,1980.25,1,0,1,2,0,1
52168,414,454,0,1,1,1979.75,0,0,1,2,0,1
52223,400,459,0,1,0,1980,1,1,1,4,1,1
52235,460,478,1,0,0,1980.5,1,1,0,20,1,1
52255,403,439,0,0,0,1980,0,1,0,1,0,1
52270,492,602,0,0,0,1980.25,1,1,0,5,0,1
52302,414,454,0,0,0,1980.25,1,0,1,5,0,1
52319,424,478,1,0,0,1980,1,1,0,20,1,1
52381,411,489,1,0,0,1980.25,1,1,0,12,1,1
52406,433,500,1,0,0,1979.75,1,0,1,1,0,0
52422,,,1,0,0,1979.75,0,1,1,6,0,1
52447,416,444,1,0,1,1980,1,0,1,7,0,1
52470,437,454,0,1,0,1979.75,0,1,0,10,0,1
52505,,463,1,0,0,1980.5,0,1,0,3,0,1
52522,,,0,0,0,1980.5,0,0,1,5,0,1
52558,450,559,0,1,0,1980.25,1,1,0,7,1,1
52572,443,536,0,1,0,1980.25,1,0,0,13,0,1
52592,410,473,0,0,0,1980,0,1,1,13,0,1
52624,410,459,0,0,0,1980,0,1,0,13,0,0
52630,419,423,1,0,1,1979.75,0,0,1,10,1,0
52646,403,429,0,0,0,1978.75,1,1,1,13,1,1
52664,419,454,0,1,0,1979.75,0,0,1,1,0,1
52682,390,434,1,0,0,1980.5,0,1,1,13,1,1
52705,463,536,0,0,0,1980,0,1,0,12,1,1
52714,451,473,1,0,0,1980.5,1,1,1,11,0,1
52765,461,500,0,1,0,1980.25,0,1,1,21,0,1
52810,467,520,0,1,1,1980.5,0,0,0,3,0,0
52824,497,506,0,1,0,1979.75,0,1,0,12,1,1
52841,430,449,0,0,0,1980.5,0,0,0,3,0,1
52862,425,478,0,0,1,1980.25,0,0,1,7,1,1
52894,443,494,1,0,0,1980.25,1,1,1,12,0,1
52905,,478,0,0,0,1979.5,0,1,1,13,1,1
52922,472,506,0,1,0,1980.5,1,1,1,21,0,1
52936,424,473,1,0,0,1979.75,0,1,0,5,0,0
52958,439,536,0,0,0,1980.25,1,1,0,12,1,1
52966,410,439,0,0,0,1979.75,1,1,1,8,0,1
52985,,,1,0,1,1980.5,1,0,1,16,0,0
53004,434,449,0,1,0,1980.25,0,0,0,11,0,1
53020,580,626,0,0,0,1980.25,1,1,0,15,1,1
53054,407,449,0,0,0,1980.25,1,1,0,2,0,1
53070,467,520,0,1,0,1980.25,0,1,1,12,1,1
53119,,489,0,0,0,1980,0,1,0,11,0,1
53135,480,494,0,0,0,1980,0,0,1,16,1,1
53169,439,468,0,1,0,1980,0,1,0,2,0,1
53179,433,459,1,0,0,1980.5,1,1,1,12,1,1
53210,472,528,0,1,0,1979.5,0,1,1,11,0,1
53279,448,513,1,0,0,1980,1,0,0,10,1,1
53309,405,478,0,0,1,1979.25,0,0,1,11,0,1
53345,402,439,0,1,0,1980,1,1,0,5,0,1
53358,418,468,0,1,0,1980.25,0,0,0,12,0,0
53399,,,1,0,1,1979.75,1,0,1,10,0,0
53451,398,384,0,0,1,1980.5,0,0,1,6,0,0
53465,503,513,0,0,1,1980.5,1,0,0,9,0,0
53480,465,506,0,1,1,1981.75,0,0,0,3,0,0
53513,421,473,1,0,0,1980.5,1,1,0,3,0,1
53552,434,468,1,0,0,1980,0,0,1,9,0,1
53560,393,412,1,0,0,1979.75,1,1,1,12,1,1
53580,419,473,0,1,0,1980.25,0,1,1,4,0,1
53591,453,506,0,1,0,1979.75,0,1,0,8,0,1
53646,468,489,1,0,1,1980.25,1,0,1,3,0,0
53743,421,478,1,0,1,1980,0,0,1,11,1,1
53757,451,528,0,0,1,1980.25,1,0,0,9,0,0
53787,442,513,0,0,0,1980.5,0,1,0,13,0,0
53825,472,506,0,1,0,1980,1,1,0,13,0,1
53831,480,536,0,0,0,1979.75,0,1,0,4,1,1
53857,468,500,0,1,1,1980,0,0,1,5,0,1
53863,478,484,0,0,0,1979.75,0,0,1,11,0,1
53887,408,418,1,0,0,1980,1,1,1,5,1,1
53931,419,500,1,0,0,1979.5,0,1,1,5,0,1
53998,436,547,0,0,0,1980.25,0,0,1,24,1,1
54070,532,520,0,1,0,1979.75,0,1,0,8,0,1
54108,447,463,1,0,0,1980.25,0,1,0,11,0,1
54124,430,444,0,1,0,1980.25,0,1,1,7,1,1
54139,460,536,0,0,0,1980.5,1,1,0,15,1,1
54171,,,1,0,1,1980.5,1,0,1,6,0,0
54189,416,423,0,0,0,1980.25,0,1,0,3,0,0
54240,445,444,0,0,0,1980,1,1,0,13,1,1
54265,437,513,0,1,0,1979.5,0,1,0,12,0,1
54278,430,520,0,0,0,1979.75,1,1,0,16,0,1
54349,443,494,1,0,0,1980.25,1,1,1,15,1,0
54365,413,459,0,0,0,1980.25,0,1,0,8,0,1
54390,450,528,0,0,0,1979.75,0,1,0,1,0,1
54417,580,528,0,0,0,1980,0,1,0,19,0,1
54426,527,547,0,1,0,1980.5,0,1,0,10,0,0
54448,425,513,0,1,0,1980,1,1,1,6,0,1
54461,,,0,1,0,1980.25,0,1,0,17,1,1
54473,431,444,0,0,0,1980.5,0,1,0,17,1,1
54495,,,0,0,0,1980,1,0,0,10,0,1
54529,403,429,0,1,0,1980,0,1,0,8,1,1
54545,434,434,0,1,0,1980,1,1,0,10,0,0
54593,453,520,0,1,0,1980,0,1,0,8,0,1
54686,,,0,1,0,1980.25,1,1,1,15,1,1
54702,433,484,0,0,1,1980.25,1,0,1,9,0,0
54742,418,463,1,0,0,1979.75,1,0,0,11,0,1
54811,436,434,1,0,0,1980.5,1,1,0,3,0,1
54838,451,513,1,0,1,1979.75,1,0,1,11,0,1
54858,421,473,0,0,0,1980.5,0,1,1,10,0,1
54930,442,494,0,0,1,,1,0,1,5,0,1
54983,424,459,1,0,1,1979.75,1,0,1,16,0,0
55025,411,399,0,1,1,1980,0,0,1,6,1,1
55035,468,494,0,1,0,1980.5,0,1,0,14,0,1
55054,407,449,1,0,1,1980.25,0,0,1,11,0,1
55082,,473,0,1,0,1979.5,0,0,1,0,0,1
55119,437,528,0,0,0,1980,0,0,1,18,0,0
55145,492,500,0,0,0,1980.5,1,1,0,11,1,1
55164,433,459,0,0,1,1980.25,1,0,0,0,0,0
55190,451,520,0,0,0,1979.75,1,1,0,13,1,1
55232,413,459,1,0,0,1980,1,1,1,9,1,1
55249,465,602,0,1,1,1980,1,0,1,13,1,0
55313,495,484,1,0,0,1980,1,1,0,0,0,1
55322,439,500,0,0,1,1980.5,1,0,1,10,0,0
55336,451,500,1,0,0,1979.75,0,1,0,14,1,1
55358,447,559,0,1,0,1980.25,1,1,1,9,1,1
55373,431,536,0,0,0,1980.25,1,0,1,24,1,1
55482,474,559,1,0,0,1980.5,1,1,0,13,1,1
55518,465,489,0,0,1,1980.25,1,0,1,12,0,0
55565,405,399,1,0,1,1980.25,1,0,1,22,1,1
55596,458,547,0,0,0,1980.25,1,1,0,0,0,1
55612,450,506,1,0,0,1980.25,0,0,1,5,0,0
55642,405,412,0,0,0,1980.5,1,1,0,3,0,0
55664,440,520,0,1,0,1980,0,1,0,10,0,0
55753,463,576,0,1,1,1980.5,1,0,1,6,0,0
55790,391,399,0,0,0,1980.25,0,1,1,3,0,0
55803,402,468,0,0,0,1980.5,1,1,1,0,0,1
55834,419,434,0,0,0,1980.5,0,1,0,8,1,0
55857,,454,0,0,0,1980,1,1,0,20,0,1
55883,605,576,0,0,0,1980.5,1,1,0,10,0,1
55900,397,399,0,1,1,1980.25,0,0,1,6,1,1
55951,451,489,1,0,0,1980,1,1,1,4,0,1
55968,421,500,1,0,0,1980,0,0,0,10,1,1
56016,456,500,0,1,0,1980,1,1,1,10,0,0
56027,419,454,1,0,1,1980.5,1,0,1,16,0,0
56081,408,449,0,0,0,1979,1,0,1,6,1,1
56102,472,559,1,0,0,1979.75,1,1,0,6,1,1
56240,418,528,1,0,0,1980,0,1,0,12,0,1
56250,436,454,0,1,0,1979.5,0,1,1,5,0,1
56311,430,434,1,0,0,1979.75,0,0,0,13,0,1
56352,428,444,0,1,0,1980,0,1,1,11,0,1
56367,,,1,0,0,1980,0,1,0,9,1,1
56377,421,484,0,0,0,1979.5,0,1,0,12,0,1
56407,408,423,1,0,0,1979.75,0,1,0,11,0,1
56431,503,473,0,0,0,1981,1,1,0,8,0,1
56463,436,520,1,0,0,1980,1,1,0,20,1,1
56473,460,489,0,0,0,1980.5,1,1,0,8,0,1
56490,445,536,1,0,0,1980.5,1,1,0,11,0,1
56511,416,454,0,0,0,1980,0,1,1,4,0,1
56551,450,463,1,0,0,1979.75,0,1,0,7,1,1
56569,,,0,0,1,1980.5,1,0,1,7,1,1
56589,382,439,0,1,0,1980.25,0,1,1,8,0,1
56614,428,506,1,0,0,1979.75,0,1,0,3,0,1
56636,398,418,1,0,0,1980.25,1,1,1,5,0,1
56685,433,473,0,0,1,1980.25,0,1,0,10,0,0
56747,431,506,1,0,1,1980.5,1,0,0,11,1,1
56758,421,494,1,0,0,1979.75,0,1,0,12,1,1
56781,455,513,0,0,1,1980.25,0,0,1,0,0,1
56795,472,559,0,0,0,1980.5,1,1,0,12,1,1
56817,410,473,1,0,0,1980,0,1,1,12,0,1
56839,433,478,0,1,1,1979.75,0,0,1,2,0,0
56860,407,459,0,0,0,1979.25,0,0,1,6,1,1
56903,427,459,0,1,0,1979.75,0,1,0,10,0,1
56966,433,536,1,0,0,1980.75,0,1,0,3,0,1
57005,,,1,0,0,1980.25,1,1,0,7,0,1
57025,390,423,0,0,1,1980,1,0,1,6,1,1
57036,424,473,1,0,0,1980.25,1,0,1,2,0,1
57062,440,520,0,0,0,1979.75,1,1,0,3,0,1
57103,384,484,0,0,1,1980,1,0,1,10,0,0
57117,388,392,1,0,1,1980.25,0,0,1,11,1,1
57182,408,439,1,0,0,1980.25,1,0,1,0,0,1
57200,453,489,0,1,0,1980,0,0,0,11,0,0
57211,450,559,0,1,0,1980.5,0,1,0,12,1,1
57232,451,528,0,0,0,1980,1,1,0,12,1,1
57258,503,547,0,1,0,1980.5,1,1,0,14,0,1
57271,400,418,0,1,0,1979.75,1,1,1,10,1,1
57289,408,434,0,1,1,1980.5,1,0,1,1,0,1
57309,408,434,0,1,1,1980.25,1,0,1,12,1,1
57326,476,528,0,1,0,1980.25,0,1,0,10,0,0
57345,458,520,1,0,0,1980,0,1,0,12,0,1
57373,402,429,0,0,0,1979.25,0,1,1,6,1,1
57393,424,449,0,0,0,1980,1,1,0,10,1,1
57405,405,429,0,0,0,1980.25,0,1,0,3,0,0
57456,398,444,1,0,0,1980,1,1,0,17,0,1
57503,436,459,1,0,0,1979,1,1,0,14,1,1
57511,428,489,1,0,0,1979.75,1,0,1,5,0,0
57537,424,444,0,1,1,1980,0,0,1,10,1,0
57553,507,459,1,0,1,1980,1,0,1,0,0,1
57567,500,602,1,0,1,1980,1,0,1,24,1,1
57577,439,454,1,0,0,1980.5,1,1,1,8,1,1
57593,390,459,0,1,0,1980.5,1,1,0,12,0,1
57611,440,494,0,0,0,1980.5,1,1,0,0,0,1
57691,391,429,0,0,1,1980.5,0,0,1,6,1,1
57727,407,429,0,0,0,1980,0,1,0,2,0,1
57759,400,429,0,0,1,1979,0,0,1,12,0,1
57769,403,500,0,1,0,1980.5,0,1,0,5,0,1
57782,431,449,0,0,0,1979.75,0,1,1,13,1,1
57852,490,528,1,0,0,1980.25,1,1,0,10,1,1
57920,465,559,0,0,0,1980,0,1,0,11,0,1
58015,433,468,1,0,0,1980,1,1,1,12,1,1
58038,402,494,1,0,0,1979.75,0,1,0,11,1,1
58061,470,559,0,1,0,1980.25,1,1,0,7,0,1
58075,430,473,0,0,0,1980.5,0,0,1,10,1,1
58124,455,468,0,0,0,1980.25,0,1,0,12,1,1
58139,439,489,1,0,1,1980.5,0,0,1,0,0,1
58158,532,559,0,0,0,1980.25,1,1,0,11,1,1
58174,463,478,1,0,0,1980.25,1,1,0,14,0,1
58184,458,494,0,0,0,1979.75,0,1,0,13,1,1
58252,451,484,1,0,0,1980.25,0,1,0,2,0,1
58262,436,489,0,1,0,1979.75,0,1,1,27,0,1
58283,,,0,0,0,1980.5,0,1,1,8,1,1
58305,448,559,0,1,0,1980,0,1,0,4,0,1
58332,447,547,0,0,0,1980.25,1,1,1,12,1,1
58347,418,468,0,1,0,1980.5,0,1,1,20,0,1
58365,455,489,1,0,0,1980.25,0,1,0,12,1,1
58381,448,494,0,0,0,1980.25,0,1,0,5,0,1
58411,407,454,1,0,0,1980.5,0,0,0,2,0,1
58446,419,418,1,0,1,1980.25,0,0,0,11,0,1
58493,434,520,0,0,0,1980.25,1,1,0,12,1,1
58505,430,559,0,0,1,1980.5,0,0,1,6,0,0
58536,487,547,0,1,0,1979.75,0,1,0,0,0,1
58558,436,520,1,0,0,1980.25,0,1,0,12,1,1
58566,463,559,0,1,0,1979.75,0,1,0,1,0,1
58603,490,602,1,0,0,1980.5,0,1,0,8,1,1
58623,390,429,0,0,0,1979,0,1,0,4,1,1
58663,398,412,0,1,0,1979.75,0,0,1,12,1,1
58701,436,468,0,0,0,1980.25,1,1,0,4,0,1
58710,,,0,1,0,1979.75,1,0,1,5,0,0
58732,495,547,0,0,0,1980.25,0,1,1,15,1,1
58791,461,500,0,0,0,1979.75,0,1,0,10,0,1
58825,443,489,0,0,0,1979.5,1,1,0,13,1,1
58894,463,520,0,0,0,1980.25,1,1,0,19,0,1
58909,463,576,1,0,0,1980.25,0,1,0,13,0,1
58954,422,513,1,0,0,1980.5,0,1,0,21,0,0
58977,434,463,1,0,0,1980,0,1,0,0,0,1
58992,,,0,1,1,1980,1,0,1,1,0,1
58998,461,602,0,1,0,1979.75,0,1,0,3,0,1
59019,,,0,0,0,1979.5,0,1,0,14,0,1
59030,458,489,1,0,0,1979.75,1,1,0,0,0,1
59068,,,1,0,0,1980.25,0,1,1,12,0,1
59088,500,559,0,1,0,1980,0,0,0,3,0,1
59147,445,547,0,0,0,1980.5,0,1,0,0,0,1
59161,463,494,1,0,0,1980.5,0,1,0,20,1,1
59193,436,463,0,0,0,1980.5,0,1,1,6,1,1
59226,470,536,0,1,0,1980.5,1,1,1,7,0,1
59244,430,454,0,0,0,1980.25,1,1,0,12,1,1
59256,443,423,1,0,0,1979.75,0,1,1,8,1,1
59276,455,576,0,1,0,1980.25,1,1,0,21,0,1
59312,407,412,0,1,0,1979,0,1,0,10,0,1
59329,411,434,0,1,0,1979,1,1,1,3,0,1
59402,422,459,0,0,0,1980.5,0,1,0,8,1,0
59499,410,429,0,0,1,1980.5,0,0,1,0,0,0
59510,451,494,1,0,0,1979.75,0,1,0,14,0,1
59552,422,459,0,1,0,1980,1,1,1,15,1,1
59569,627,576,0,1,0,1980,0,1,0,3,0,1
59575,425,459,1,0,0,1979.75,0,1,1,11,0,1
59601,405,468,1,0,1,1980,0,0,1,7,0,1
59617,,489,1,0,0,1980,0,0,0,21,0,0
59624,427,454,0,1,1,1979.75,0,0,1,10,1,0
59643,,,0,1,1,1980.5,1,0,1,1,0,0
59689,437,444,1,0,0,1979.5,0,1,0,7,0,1
59756,428,449,0,1,0,1980.25,1,1,1,7,1,1
59791,433,449,0,1,0,1980,0,1,0,8,1,1
59836,408,423,1,0,1,1980.25,1,0,1,17,1,1
59865,419,500,1,0,1,1980.5,1,1,1,9,0,1
59881,407,459,1,0,0,1980.5,0,1,1,5,0,1
59918,411,449,0,1,0,1980.25,0,1,1,2,0,1
59935,418,459,0,0,1,1980,0,0,1,11,1,0
59945,455,484,1,0,0,1980.5,0,1,1,11,0,1
59985,485,602,0,0,0,1980,1,1,0,8,0,1
60008,472,489,0,0,0,1979.75,1,1,0,20,0,1
60062,416,454,0,1,0,1980.25,1,1,0,0,0,1
60089,405,418,1,0,0,1980.5,0,1,1,11,0,1
60187,,559,0,0,0,1980.5,1,0,0,20,0,0
60202,440,439,0,0,1,1979.5,0,0,1,24,0,0
60224,,,1,0,0,1980,1,1,0,12,1,1
60237,427,459,1,0,0,1980.25,0,1,0,9,1,1
60279,405,405,1,0,1,1979.75,1,0,1,17,1,1
60317,445,513,0,0,0,1980.25,1,1,0,2,0,1
60326,439,513,0,0,1,1979.75,1,0,1,7,1,1
60353,474,513,1,0,0,1980,1,1,0,14,0,1
60475,407,423,1,0,1,1980.5,0,0,1,5,0,0
60490,421,468,1,0,0,1980.5,1,1,0,9,0,1
60510,,,0,1,1,1980.25,0,0,0,21,0,0
60519,421,500,0,0,0,1978.75,0,1,0,13,0,0
60539,402,412,0,0,0,1980.5,1,1,1,1,0,1
60554,422,405,1,0,0,1980.5,0,1,0,6,1,1
60576,382,444,0,0,0,1980,0,1,0,11,1,1
60602,451,494,0,1,0,1980.5,0,1,0,5,0,1
60639,434,473,1,0,1,1980,0,0,1,17,1,1
60656,437,468,0,1,0,1980,1,1,1,2,0,1
60687,518,626,1,0,0,1980,1,1,0,6,1,1
60737,492,559,1,0,0,1980,0,1,0,12,1,1
60767,413,513,0,0,0,1980,1,1,0,5,1,1
60774,437,468,0,1,1,1979.75,0,0,1,13,1,0
60797,427,463,0,0,0,1980.25,0,1,1,1,0,1
60880,393,484,0,0,0,1980,0,1,0,10,0,1
60895,474,484,1,0,0,1980,1,1,0,13,0,1
60937,380,392,0,0,1,1980.5,1,0,1,3,0,0
60973,518,626,1,0,1,1980.25,1,0,1,24,1,1
61032,442,547,0,0,0,1979.75,1,1,0,13,1,1
61048,448,513,0,1,1,1979.75,0,0,1,1,0,0
61068,448,513,1,0,0,1980.25,1,1,1,10,0,1
61081,431,439,0,1,0,1980.5,0,1,1,5,1,1
61101,422,489,0,1,0,1980.25,0,1,1,6,1,1
61133,455,520,1,0,0,1980.25,0,1,0,5,0,0
61149,434,494,0,0,1,1980.25,1,0,1,9,0,0
61179,410,439,0,0,1,1980.5,0,0,1,10,0,0
61201,431,500,0,1,0,1980,0,1,0,14,1,1
61227,424,449,1,0,1,1980.5,1,0,0,9,0,1
61254,443,429,1,0,1,1979.75,0,0,1,11,1,1
61295,414,500,1,0,0,1980,1,1,0,8,1,1
61312,418,439,1,0,1,1980,1,0,1,2,0,1
61328,437,454,1,0,1,1980,0,0,1,1,0,0
61351,433,468,0,0,0,1979.75,1,1,1,3,0,1
61366,408,423,0,0,0,1979.75,0,1,1,6,0,1
61393,442,454,1,0,0,1980,0,1,0,12,1,1
61424,428,463,1,0,0,1980,1,1,0,13,1,1
61437,472,559,1,0,0,1980.25,0,1,1,14,0,1
61450,463,602,0,1,1,1980.5,0,0,1,6,0,1
61468,405,468,0,0,0,1980.25,1,0,0,6,0,1
61516,451,528,0,1,0,1980.25,0,1,0,5,0,1
61607,463,489,0,0,0,1979.75,0,1,0,11,1,1
61744,425,473,0,0,0,1980,0,1,0,16,0,1
61754,474,473,0,0,0,1980.5,1,1,0,15,0,1
61777,474,484,0,0,0,1980,0,1,0,12,1,1
61834,402,454,1,0,1,1980.5,0,0,1,16,0,0
61849,458,439,0,1,1,1980.5,1,0,1,1,0,0
61872,411,463,1,0,1,1980,1,1,1,9,0,1
61883,436,500,0,1,0,1980.5,0,1,0,15,0,1
61897,410,463,0,1,1,1979.5,0,0,1,3,0,0
61921,472,513,0,0,0,1980,1,1,0,6,1,1
61949,447,454,1,0,0,1980.25,0,1,0,17,0,1
61963,425,468,0,0,0,1980.5,1,0,1,4,0,1
61994,395,434,0,0,1,1979.5,0,0,1,6,0,0
62017,472,520,1,0,0,1980,1,1,0,8,1,1
62039,472,536,0,0,0,1979.75,0,1,0,6,1,1
62057,448,478,1,0,0,1980.5,1,1,1,3,1,1
62075,430,449,1,0,1,1980.5,1,0,1,5,0,0
62111,407,478,0,0,1,1980,0,0,1,12,0,1
62121,407,449,1,0,1,1980.5,0,0,1,1,0,1
62142,411,454,0,0,0,1979.25,1,1,0,2,0,1
62161,468,559,1,0,0,1980,0,1,0,10,1,1
62187,414,454,1,0,0,1979.5,0,1,1,4,0,1
62219,456,602,0,1,0,1980.5,1,1,0,4,0,1
62241,410,459,0,1,0,1980,1,1,1,15,0,1
62254,443,468,1,0,1,1980.25,0,0,1,0,0,1
62272,468,547,1,0,0,1980,1,1,0,13,1,1
62297,414,434,0,1,0,1980.5,0,1,0,5,0,1
62313,430,473,1,0,0,1980.5,0,1,0,15,0,1
62337,395,429,0,0,0,1980,1,1,1,12,1,1
62362,410,449,0,0,1,1980.5,1,0,1,5,0,1
62379,427,547,1,0,1,1980.5,0,0,1,11,0,1
62396,413,412,1,0,0,1980.25,0,1,1,10,1,1
62447,430,459,0,0,0,1980,1,1,1,13,1,1
62465,,,1,0,0,1980,0,0,1,0,0,1
62471,460,528,0,0,0,1979.75,1,1,0,8,0,1
62505,,,0,0,1,1980.5,0,0,1,6,0,0
62523,427,459,1,0,0,1980.5,0,1,1,7,0,1
62556,419,473,0,0,0,1980.25,1,1,0,8,1,1
62569,419,434,1,0,0,1979.5,1,1,0,3,0,1
62604,416,494,1,0,0,1980.25,0,1,1,2,0,1
62649,,,0,1,0,1980.5,0,0,1,12,1,1
62668,408,449,0,1,0,1980.25,0,1,0,15,0,1
62685,445,478,0,0,1,1980.25,1,1,0,3,1,0
62702,443,536,0,0,1,1980.25,1,0,1,10,0,0
62710,414,494,1,0,1,1979.75,1,0,1,1,0,1
62731,460,536,0,1,0,1980.5,0,1,0,6,0,1
62778,448,484,0,0,0,1980.5,1,1,0,8,1,0
62811,458,454,0,1,0,1980.5,1,1,1,2,0,1
62876,405,429,0,1,0,1980.25,0,1,0,20,0,1
62887,437,484,0,1,0,1979.75,1,1,0,1,0,1
